id,city,price,tire_type,tire_width,height_ratio,wheel_diameter,new_car_price,turbo,finish_level,number_of_doors,number_of_seats,avrage_fuel_consumption,avrage_fuel_consumption_city,avrage_fuel_consumption_highway,fuel_type,gearbox,horsepower,max_speed,max_torque,number_of_cylinders,number_of_gears,rounds_per_minute_for_max_power,rounds_per_minute_for_max_torque,zero_to_100_km_in_seconds,automatic_high_beam,dead_vehicle_monitoring_system,independent_emergency_break,abs,turn_tracking_headlights,cancel_airbag,isofix,lane_departure_warning_system,number_of_airbags,seat_belt_warning_system,airpressure_sensors,road_sign_recognition,trunk_volume_in_liters,trunk_volume_in_seat_folding,front_seat_headroom_in_cm,rear_seat_headroom_in_cm,height_in_cm,front_seat_waist_in_cm,rear_seat_waist_in_cm,front_legroom_in_cm,rear_legroom_in_cm,length_in_cm,front_seat_shoulder_in_cm,rear_seat_shoulder_in_cm,width_in_cm,full_tank_volume_in_liters,minimal_weight_in_kg,maximal_weight_in_kg,wheelbase_in_cm,subwoofer,bluetooth,rear_control_air_conditioning,air_conditioning,number_of_air_conditioning_locations,cruise_control,driver_heated_seat,fog_lights,head_light,heated_front_passenger_seat,electric_windows,rain_sensors,heated_rear_passenger_seat,roof_window,dark_windows,hoops,carName,year,engine,current_km,hand,color,original_ownership,next_test,annual_licensing_fee
417,9,54495,R,195,60,16,66045,1,ACTIVE,5,5,20.8,24.4,16.9,בנזין,1,110,188,2009,3,6,5500,1500,11.2,0,0,1,1,0,1,1,0,6,1,1,0,350,1194,89.8,87.6,155.6,140.8,138.6,87.4,90.8045212765958,415.9,136,133.7,173.9,50,1140,1690,253.8,0,1,0,0,1.830078125,0,0,1,הלוגן,0,4,0,0,0,1,1,203,2016,1199,82371,1,31,1,5.24113968033357,1824.71785962474
418,9,113000,R,215,45,18,99900,0,PREMIUM,4,5,17.5,21.3,13.3,בנזין,1,165,185,2058,4,6,6000,4000,8.9,0,0,1,1,1,1,1,1,6,1,1,1,414,1350.40191804708,98.1,95.5,145,139.755389908257,136.878071182549,107.3,90.9,458,145.2,138.2,179.5,51,1411,1835,270,0,1,0,1,2,0,0,1,לד,0,4,1,0,1,1,1,10,2018,1998,15000,1,1,1,5.24113968033357,1824.71785962474
421,9,79695,R,225,55,18,79695,1,ELITE,5,5,13.3,16.7,9.9,בנזין,1,184,195,3841.6,4,6,4000,1800,10.1,0,0,1,1,0,1,1,0,6.25310899780541,0,0,0,591,1436,100,99.4,169,141,135.6,104.7,98.2,441,145,140,182,55,1660,2140,264,0,0,0,1,2,0,0,1,הלוגן,0,4,0,0,1,1,1,204,2011,2359,80367,2,45,1,9,1427
422,2,34900,R,175,65,14,43995,0,SUPREME,5,5,16.1,19.6,12.5,בנזין,1,87,163,1176,4,4,6000,4000,13.8,0,0,1,1,0,1,1,0,6,1,1,0,252,1046,100.8,96,150,124.6,125.1,107,82,366.5,130.6,130.1,166,40,961,1455,238.5,0,1,0,0,1.830078125,0,0,0,הלוגן,0,4,0,0,0,1,1,205,2015,1248,138000,2,19,2,2,985
423,12,145000,R,209.499681325685,57.2689611217336,16.3843212237094,149900,0,LOUNGE-P,5,5,17.7453684922245,20.3863265306122,14.6269151138716,בנזין,1,122,170,1391.6,4,6.06779661016949,5200,3600,11,1,0,1,1,0,1,1,1,7,1,1,1,297,1350.40191804708,98.7101224489796,95.1877685950413,155.5,139.755389908257,136.878071182549,105.240853658537,90.8045212765958,436,141.245632973503,138.14139626352,179.5,43,1378.96836668819,1903.18990889979,264,0,0,0,1,2,1,0,1,הלוגן,0,4,1,0,0,0,1,206,2019,1798,32000,1,6,1,7,2130
424,2,15645,R,155,65,14,20895,0,GLX,5,4,22.7,26.3,18.2,בנזין,0,68,155,882,3,5,6000,3400,14,0,0,1,1,0,0,1,0,6.25310899780541,0,0,0,129,774,98.7101224489796,95.1877685950413,147,139.755389908257,136.878071182549,105.240853658537,90.8045212765958,350,141.245632973503,138.14139626352,160,35,885,1250,236,0,0,0,0,1.830078125,0,0,0,הלוגן,0,2,0,0,0,1,2,199,2010,996,147038,3,29,1,5.24113968033357,1824.71785962474
425,9,132000,R,245,55,19,132500,1,TITANIUM,5,5,10.2,12.8,8.5,בנזין,1,245,192,3655.4,4,6,5500,3000,10.783321799308,0,1,1,1,0,1,1,0,8,1,1,0,1110,2078,98.7101224489796,95.1877685950413,173.6,139.755389908257,136.878071182549,105.240853658537,90.8045212765958,479,141.245632973503,138.14139626352,212.2,68,1980,1903.18990889979,284.9,1,1,0,1,2,0,1,0,הלוגן,1,4,0,1,1,1,1,207,2016,1999,88000,1,27,1,7,2563
427,2,119000,R,245,45,19,139545,1,PREMIUM GT,5,5,13.3,15.4,10.9,בנזין,1,177,201,2597,4,7,5500,1500,9.1,1,0,1,1,0,1,1,1,6,1,1,0,466,1455,99.7,99.3,164.5,138,130,112.9,97,448,145,140,185.5,62,1609,2190,267,0,1,0,1,2,0,0,1,הלוגן,0,4,1,0,1,1,1,208,2017,1591,50000,1,1,1,2,2019
428,2,74000,R,195,65,15,80000,0,GL,4,5,15.6,20,11.4,בנזין,1,127,195,1519,4,6,6300,4850,11.6,0,0,1,1,0,0,1,1,7,0,1,1,458,1350.40191804708,102.4,94.7,145,135.6,131.8,107.3,90.6,457,142.7,140.5,180,50,1250,1800,270,0,1,0,0,1.830078125,0,0,1,הלוגן,0,4,0,0,0,1,1,106,2017,1591,75000,2,1,1,5,1604
430,2,135000,R,225,55,18,135000,1,PREMIUM,5,7,23.3,25,20.4,דיזל,1,120,185,2940,4,6,3500,1750,11.9,1,0,1,1,0,1,1,1,6,1,1,1,780,1940,91.6,88.9,165.1,145.3,150.5,81.6,90.8045212765958,464.1,148.7,143.2,184.4,56,1380,2200,284,0,1,0,1,2,1,1,1,הלוגן,1,4,1,0,1,0,1,209,2019,1560,88000,1,14,1,1,2417
431,5,49000,R,225,60,17,59500,0,INSPIRE,5,5,11.5,13.9,8.8,בנזין,1,163,180,1930.6,4,6,6200,4600,10.6,0,0,1,1,0,1,1,0,6.25310899780541,0,0,0,591,1436,100,99.4,169,141,135.6,104.7,98.2,441,145,140,182,55,1480,1980,264,0,0,0,0,1.830078125,0,0,1,הלוגן,0,4,0,0,0,1,1,210,2012,1998,189000,5,1,1,11,1693
432,2,110145,R,225,60,17,117495,0,URBAN,5,5,12.7,16.4,9.2,בנזין,1,155,189.119543317663,1881.6,4,6,6200,4000,10.783321799308,1,0,1,1,0,1,1,1,6,1,1,0,466,1455,99.7,99.3,164.5,139.755389908257,136.878071182549,112.9,97,448,141.245632973503,138.14139626352,185.5,62,1501,2060,267,0,1,0,0,1.830078125,0,0,1,הלוגן,0,4,0,0,0,1,1,5,2016,1999,77688,1,6,1,6,1835
434,9,115395,R,245,45,19,117495,0,EX,5,5,12.7,16.4,9.2,בנזין,1,155,189.119543317663,1881.6,4,6,6200,4000,10.783321799308,1,0,1,1,0,1,1,1,6,1,1,0,466,1455,99.7,99.3,164.5,139.755389908257,136.878071182549,112.9,97,448,141.245632973503,138.14139626352,185.5,62,1501,2060,267,0,1,0,1,2,0,0,1,הלוגן,0,4,1,0,1,1,1,66,2016,1999,90590,1,1,1,2,2019
435,2,31395,R,209.499681325685,57.2689611217336,16.3843212237094,31395,0,GLX,5,5,14.5,17.9,10.8,בנזין,1,102,170,1293.6,4,4,6000,4000,11.7,0,0,0,0,0,0,1,0,6.25310899780541,0,0,0,213,562,98.7101224489796,95.1877685950413,151,139.755389908257,136.878071182549,105.240853658537,90.8045212765958,375.5,141.245632973503,138.14139626352,169,43,1020,1470,238,0,0,0,0,1.830078125,0,0,1,הלוגן,0,4,0,0,0,0,1,77,2008,1490,151762,1,26,1,9,1074
436,30,73395,R,215,45,18,83895,0,COMFORT,4,5,18.2,20.8,14.7,בנזין,1,120,185,1470,4,6,6000,4000,11.6,0,0,1,1,0,1,1,0,6,1,1,0,414,1350.40191804708,98.1,95.5,145,139.755389908257,136.878071182549,107.3,90.9,458.5,145.2,138.2,179.5,51,1376,1903.18990889979,270,0,1,0,1,2,0,0,1,הלוגן,0,4,1,0,0,1,1,56,2014,1496,58458,1,1,1,6,1424
437,12,95900,R,215,70,16,146895,0,URBAN,5,5,13.7,16.9,10.3,בנזין,1,132,170,1577.8,4,6,6300,4850,12.1,1,0,1,1,0,1,1,1,6,1,1,0,466,1455,99.7,99.3,164.5,139.755389908257,136.878071182549,112.9,97,448,141.245632973503,138.14139626352,185.5,62,1480,2050,267,0,1,0,0,1.830078125,0,0,1,הלוגן,0,4,0,0,1,1,1,5,2018,1591,88000,2,8,4,7,1604
438,12,46000,R,205,55,16,94000,1,STYLE,5,5,15.2,18.9,11.4,בנזין,1,160,213,2450,4,7,4500,1500,7.8,0,0,1,1,0,1,1,0,6.25310899780541,0,1,0,341,1350.40191804708,100,96.3,145.5,140,135.2,105.240853658537,90.8045212765958,431.5,141.245632973503,138.14139626352,176.8,55,1295,1865,257.8,0,0,0,1,2,0,0,1,הלוגן,0,4,0,0,0,1,1,211,2012,1789,158000,3,1,1,9,1584
440,2,89500,R,215,70,16,104895,0,INSTYLE SR,5,7,15.4,20.3863265306122,12.5,בנזין,1,150,189.119543317663,1911,4,6.06779661016949,6000,4100,10.783321799308,0,0,1,1,0,1,1,0,7,1,1,0,128,913,92.8,87.2,168,139.755389908257,136.878071182549,87,87.5,465.5,143.7,142.5,178.512599388379,52.6591325595602,1378.96836668819,2170,267,0,1,0,1,2,0,0,1,הלוגן,0,4,1,0,1,1,1,212,2014,1998,110000,2,1,1,2,1693
441,23,161900,R,235,60,18,235000,0,URBAN,5,7,11.4,14.3,8.3,בנזין,1,188,203,2361.8,4,6,6000,4000,9.4,0,0,1,1,0,1,1,1,6,1,1,0,320,2066,100.4,99.8,169,143.9,143.3,104.8,100,480,150,147.2,189,71,1804,2510,278,0,1,0,1,3,1,0,1,הלוגן,0,4,1,0,0,0,1,25,2019,2359,88000,1,14,2,2,2417
442,2,74900,R,215,45,18,100695,0,COMFORT,4,5,17.5,21.3,13.3,בנזין,1,165,185,2058,4,6,6000,4000,8.9,0,0,1,1,1,1,1,1,6,1,1,0,414,1350.40191804708,98.1,95.5,145,139.755389908257,136.878071182549,107.3,90.9,458,145.2,138.2,179.5,51,1411,1835,270,0,1,0,1,2,0,0,1,לד,0,4,1,0,0,1,1,56,2017,1998,64000,1,4,1,5.24113968033357,1824.71785962474
443,9,91245,R,215,55,16,104895,1,COMFORT,5,5,17.7453684922245,20.3863265306122,14.6269151138716,בנזין,1,129,189.119543317663,2118.53125,3,6.06779661016949,5500,2977.83694937541,10.783321799308,1,0,1,1,0,1,1,1,6,1,1,1,414,1203,98.7101224489796,95.1877685950413,143.4,139.755389908257,136.878071182549,105.240853658537,90.8045212765958,451.8,141.245632973503,138.14139626352,179.9,46,1378.96836668819,1903.18990889979,269.7,0,1,0,1,1,1,1,0,הלוגן,1,4,0,0,0,1,1,9,2018,988,70799,1,1,1,4,1604
444,9,70245,R,215,55,18,65000,1,ACENTA SV,5,5,17.9,19.6,15.2,בנזין,1,115,173,1862,4,6.06779661016949,4500,2000,12.9,1,0,1,1,0,1,1,1,6,1,1,1,401,1350.40191804708,98.7101224489796,95.1877685950413,159,139.755389908257,136.878071182549,105.240853658537,90.8045212765958,437.7,141.245632973503,138.14139626352,180.6,55,1360,1880,264.6,0,1,0,1,2,0,0,1,הלוגן,0,4,1,0,0,1,1,181,2015,1197,104026,2,1,1,4,1693
446,2,18500,R,185,65,15,26145,0,ENJOY,5,5,16.9,20.8,13,בנזין,1,100,172,1274,4,4,6000,4000,13.9,0,0,1,1,0,1,1,0,6.25310899780541,0,0,0,285,1100,98.2,96.1,148.8,130.1,123.8,106.8,86.6,399.9,134.9,133.2,173.7,45,1188,1620,251.1,0,0,0,0,1.830078125,0,0,0,הלוגן,0,2,0,0,0,1,2,94,2011,1398,135000,2,0,2,5,1074
448,2,74900,R,195,55,16,72900,1,BUSINESS,5,5,17.2,20.8,13.5,בנזין,1,136,210,2156,4,8,4400,1350,9.1,0,0,1,1,0,1,1,0,6,1,1,0,360,1200,101.8,97.2,144,140,141.7,105.240853658537,90.8045212765958,432.4,138.6,136.6,176.5,52,1385,1840,269,0,1,0,1,2,0,0,1,הלוגן,0,4,0,0,0,1,2,213,2014,1598,200000,2,0,1,9,1693
449,11,75999,R,205,55,16,101900,1,AMBITION,5,5,21.3,23.8,17.9,בנזין,1,115,202,1960,3,7,5000,2000,10,0,0,1,1,0,1,1,1,7,1,1,0,568,1558,98.3,98,146.1,139.755389908257,136.878071182549,105.240853658537,90.8045212765958,467,141.245632973503,138.14139626352,181.4,50,1247,1797,268.6,0,1,0,1,2,0,0,1,הלוגן,0,4,1,0,0,1,2,45,2018,999,125000,1,1,2,10,1604
450,9,131145,R,225,60,18,148999,0,PRIME PLUS,5,5,11.9,14.5,9.1,בנזין,1,155,181,1881.6,4,6,6200,4000,11.1,1,0,1,1,0,1,1,1,6,1,1,0,488,1478,100.5,99.5,166,141.3,138.4,105.3,97,448,145,141,185,62,1460,2080,267,0,1,0,1,2,0,0,1,הלוגן,0,4,0,0,0,0,1,4,2019,1999,30679,1,6,1,2,2130
451,16,83000,R,215,60,17,87000,1,DYNAMIQUE,5,5,26.3,26.3,26.3,דיזל,1,110,181,2450,4,6,4000,1750,11.7,1,0,1,1,0,1,1,1,6,1,1,1,472,1478,90.5,91,159.8,148,145.5,105.240853658537,90.8045212765958,444.9,144.5,140.9,183.6,55,1482,1943,264.6,0,1,0,1,2,0,0,1,הלוגן,0,4,0,0,0,1,1,214,2016,1461,75000,1,2,1,6,1835
452,12,28500,R,205,60,16,32900,0,GLA-HB,5,5,13.9,16.9,10.8,בנזין,1,120,175,1528.8,4,4,6000,4400,12.3,0,0,1,1,0,0,1,0,6.25310899780541,0,0,0,253,1045,98.7101224489796,95.1877685950413,158.5,139.755389908257,136.878071182549,105.240853658537,90.8045212765958,411.5,141.245632973503,138.14139626352,173,50,1195,1650,250,0,0,0,0,1.830078125,0,0,0,הלוגן,0,4,0,0,0,1,2,215,2010,1586,150000,3,2,3,5.24113968033357,1824.71785962474
454,2,67500,R,205,55,16,62895,0,COMFORT,4,5,15.2,19.6,10.9,בנזין,1,142,201,1705.2,4,5,6500,4300,10.7,0,0,1,1,0,1,1,1,6,1,0,0,440,1350.40191804708,98.7101224489796,95.1877685950413,143.5,139.755389908257,136.878071182549,105.240853658537,90.8045212765958,454.5,141.245632973503,138.14139626352,175.5,50,1235,1903.18990889979,267.5,0,1,0,1,1,0,0,1,הלוגן,0,4,1,0,0,1,1,9,2015,1798,65000,2,6,1,9,1424
455,2,20000,R,205,55,16,25000,0,TREND,5,5,17.7453684922245,20.8,14.6269151138716,בנזין,1,125,189.119543317663,1558.2,4,6.06779661016949,6300,4000,10.783321799308,0,0,1,1,0,0,1,0,6.25310899780541,0,0,0,476,1502,99.3,100,154.228706624606,139.755389908257,136.878071182549,109.4,84.8,455.6,141.1,133.6,182.3,55,1312,1825,264.8,0,0,0,1,2,0,0,1,הלוגן,0,4,1,0,0,1,2,64,2011,1596,220000,2,17,2,5.24113968033357,1824.71785962474
456,30,115395,R,225,65,17,133900,0,EXECUTIVE,5,5,15.6,18.2,12.5,בנזין,1,165,187,2058,4,6,6000,4000,9.1,0,0,1,1,0,1,1,0,6,1,1,0,403,1560,101.8,99.1,167,139.755389908257,136.878071182549,104.1,99.7,455.5,146,141,184,56,1581,1903.18990889979,270,0,1,0,1,2,0,0,1,הלוגן,0,4,1,0,0,1,1,31,2017,1998,78955,1,1,1,6,2019
458,2,440000,R,209.499681325685,57.2689611217336,16.3843212237094,645000,1,EXCLUSIVE,5,5,14.3,16.9,11.9,דיזל,1,272,230,5880,6,9,3400,1200,6.6,0,0,1,1,0,1,1,1,6,1,1,0,630,2055,107.4,102.5,179.7,154.5,152,105.240853658537,90.8045212765958,492.4,150.6,148.2,194.7,85,2235,3070,299.5,0,1,0,1,2,0,1,0,לד,1,4,1,0,0,0,1,216,2020,2925,63000,1,1,1,8,4731
459,20,78900,R,205,55,16,99645,0,COMFORT,4,5,15.2,19.6,10.9,בנזין,1,142,201,1705.2,4,5,6500,4300,10.7,0,0,1,1,0,1,1,1,6,1,1,1,440,1350.40191804708,98.7101224489796,95.1877685950413,143.5,139.755389908257,136.878071182549,105.240853658537,90.8045212765958,454.5,141.245632973503,138.14139626352,175.5,50,1235,1903.18990889979,267.5,0,0,0,1,1,0,0,1,הלוגן,0,4,1,0,0,1,1,9,2017,1798,60000,2,1,1,4,1604
460,2,64500,R,209.499681325685,57.2689611217336,16.3843212237094,56000,1,ELEGANCE,5,5,16.4,18.2,13.9,בנזין,1,105,173,1715,4,7,5000,1550,12,0,0,1,1,0,1,1,0,6.25310899780541,1,1,0,321,1665,103.4,102.7,169.1,139.755389908257,136.878071182549,105.240853658537,90.8045212765958,422.2,138.2,137.4,179.3,55,1365,1910,257.8,0,0,0,0,1.830078125,0,0,1,הלוגן,0,4,0,0,0,1,1,217,2015,1197,120000,1,8,1,1,1584
461,20,68900,R,195,65,15,58900,0,LX,4,5,14.3,17.9,10.5,בנזין,1,130,195,1538.6,4,6,6300,4850,11.6,0,0,1,1,0,1,1,1,6,1,1,0,482,1350.40191804708,99.2,94.8,144.5,136.6,134.8,107.3,91.3,456,142.4,139.5,178,50,1285,1740,270,0,1,0,0,1.830078125,0,0,1,הלוגן,0,4,0,0,0,1,2,12,2017,1591,70000,2,1,2,11,1604
462,2,770000,R,209.499681325685,57.2689611217336,16.3843212237094,799000,1,AMG,5,5,13.7,15.9,10.6,בנזין,1,272,226,5880,6,9,3200,1200,6.6,0,0,1,1,1,1,1,1,6,1,1,0,655,1790,102.2,96,173,154.5,152.4,105.240853658537,90.8045212765958,493.9,150.6,148.5,201,85,2290,3040,293.5,0,0,0,1,2,1,1,0,לד,1,4,1,0,1,0,1,218,2021,2999,200,1,6,1,1,4731
463,9,59745,R,205,70,16,69900,1,LT,5,5,14.7,17.2,11.6,בנזין,1,140,194,1960,4,6,4900,1850,9.8,0,0,1,1,0,1,1,1,6,1,1,0,356,785,100.6,98.6,167.4,131.3,127.3,103.6,90.7,424.7,137.4,134.1,176.6,53,1334,1843,255.5,0,1,0,0,1.830078125,0,0,1,הלוגן,0,4,0,0,0,1,1,219,2016,1364,138020,1,1,1,7,1604
464,8,73000,R,185,60,15,82000,0,SOL,5,5,17.7453684922245,20.3863265306122,14.6269151138716,בנזין,1,112,175,1332.8,4,6.06779661016949,6000,4400,10.783321799308,0,0,1,1,0,1,1,1,7,1,1,1,286,768,98.7101224489796,95.1877685950413,151,139.755389908257,136.878071182549,105.240853658537,90.8045212765958,394.5,141.245632973503,138.14139626352,169.5,42,1378.96836668819,1545,251,0,1,0,0,1.830078125,0,0,0,הלוגן,0,4,0,0,0,1,2,118,2018,1496,72000,1,7,2,7,1102
465,9,36645,R,165,60,14,48195,0,EX,5,5,18.9,22.2,14.9,בנזין,1,85,163,1176,4,4,6000,4000,13.4,0,0,1,1,0,1,1,0,6.25310899780541,0,0,0,200,870,100.2,96.2,148,139.755389908257,136.878071182549,107,82,359.5,129,128,159.5,35,950,1370,238.5,0,0,0,0,1.830078125,0,0,1,הלוגן,0,4,0,0,0,1,1,38,2013,1248,96254,2,46,1,1,985
467,2,469000,R,209.499681325685,57.2689611217336,16.3843212237094,554900,1,SPORT M,4,5,17.7453684922245,20.3863265306122,14.6269151138716,חשמל/בנזין,1,292,235,4116,4,8,5479.9424184261,2977.83694937541,6.4,0,0,1,1,0,1,1,1,6,1,1,0,410,1350.40191804708,103.4,97.7,148.3,152.3,148.7,105.2,92.8,496.3,149,142,186.8,46,2034,2505,297.5,1,0,0,1,2,1,0,0,לד,0,4,1,0,1,0,1,220,2021,1998,0,1,7,1,10,4731
468,2,68900,R,195,65,15,144800,1,TRENDLINE,5,5,19.6,22.7,16.1,בנזין,1,125,204,1960,4,7,5000,1400,9.1,0,0,1,1,0,1,1,0,7,1,1,0,380,1270,97.5,96.7,145.2,146.9,144,105.240853658537,90.8045212765958,425.5,141.245632973503,138.14139626352,179.9,50,1249,1750,263.7,0,1,0,1,2,0,0,1,הלוגן,0,4,0,0,0,1,1,99,2015,1395,84000,1,1,1,11,1424
470,12,22000,R,209.499681325685,57.2689611217336,16.3843212237094,31395,0,GLI,5,5,16.1,19.6,12.5,בנזין,1,100,172,1342.6,4,4,5500,4200,12.9,0,0,1,1,0,1,1,0,6.25310899780541,0,0,0,295,1060,100.5,97,149,129.5,128.2,107.4,90.8045212765958,394,135,134,171,45,1063,1565,252.5,0,0,0,0,1.830078125,0,0,0,הלוגן,0,4,0,0,0,1,2,221,2010,1396,170000,4,2,2,1,1074
471,11,125000,R,209.499681325685,57.2689611217336,16.3843212237094,153195,0,URBAN,5,5,12.7,16.4,9.2,בנזין,1,155,181,1881.6,4,6,6200,4000,11.1,1,0,1,1,0,1,1,1,6,1,1,0,466,1455,99.7,99.3,164.5,139.755389908257,136.878071182549,112.9,97,448,141.245632973503,138.14139626352,185.5,62,1501,2060,267,0,1,0,1,2,0,0,1,הלוגן,0,4,1,0,1,0,1,5,2019,1999,34000,2,19,1,12,2130
474,2,28900,R,205,60,16,45045,0,GLA,5,5,14.9,17.9,11.4,בנזין,1,120,175,1528.8,4,4,6000,4400,12.3,0,0,1,1,0,0,1,0,6.25310899780541,0,0,0,270,1045,100.6,96.5,160.5,129.5,118.6,105.2,92.5,415,135.4,134.1,175.5,50,1155,1650,250,0,0,0,0,1.830078125,0,0,0,הלוגן,0,2,0,0,0,1,2,222,2012,1586,190000,4,19,1,7,1205
477,2,122000,R,209.499681325685,57.2689611217336,16.3843212237094,153195,0,URBAN,5,5,12.7,16.4,9.2,בנזין,1,155,181,1881.6,4,6,6200,4000,11.1,1,0,1,1,0,1,1,1,6,1,1,0,466,1455,99.7,99.3,164.5,139.755389908257,136.878071182549,112.9,97,448,141.245632973503,138.14139626352,185.5,62,1501,2060,267,0,1,0,1,2,0,0,1,הלוגן,0,4,1,0,1,0,1,5,2019,1999,34000,2,1,1,1,2130
478,12,47800,R,185,60,15,52000,1,AMBITION,5,5,20.8,24.4,16.4,בנזין,1,125,208,1960,4,7,5000,1400,9,0,0,1,1,0,1,1,1,6,1,1,1,530,1470,101.4,97.2,146.1,139.755389908257,136.878071182549,105.240853658537,90.8045212765958,448.3,141.8,142.8,170.6,55,1226,1686,260.2,0,1,0,0,1.830078125,0,0,1,הלוגן,0,4,0,0,0,1,2,104,2016,1395,200000,2,2,2,1,1353
479,18,195000,R,225,45,17,415000,1,STYLE,5,5,17.7453684922245,20.3863265306122,14.6269151138716,בנזין,1,140.216166564605,211,2118.53125,3,7,5479.9424184261,2977.83694937541,8.5,0,0,1,1,0,1,1,1,6,1,1,0,380,1200,101.9,95.6,143.4,144.2,143,105.240853658537,87.3,431.9,141,135.1,179.9,42,1320,1870,267,1,0,0,1,1,1,0,1,לד,0,4,1,0,1,0,1,223,2021,1499,20000,2,6,1,4,2417
480,16,121000,R,215,70,16,138495,0,INTENSE,5,7,15.9,17.9,13.2,בנזין,1,150,192,1911,4,6.06779661016949,6000,4100,11.5,0,0,1,1,0,1,1,1,7,1,1,0,128,1608,92.8,87.2,168,139.755389908257,136.878071182549,87,87.5,469.5,143.7,142.5,181,63,1460,1985,267,0,1,0,1,2,1,0,1,הלוגן,0,4,1,0,0,1,1,81,2018,1998,100000,1,2,3,10,2019
481,10,32000,R,215,45,16,57000,0,SPORT,3,5,16.9,21.3,12.5,בנזין,0,85,177,1264.2,4,5,5000,3800,11.8,0,0,1,1,0,1,1,0,6.25310899780541,0,1,0,284,1350.40191804708,99.6,95.2,142.8,133.5,133.5,105.240853658537,90.8045212765958,404.3,141.245632973503,138.14139626352,169.1,45,1075,1560,246.9,0,0,0,0,1.830078125,0,0,1,הלוגן,0,2,1,0,1,1,1,224,2013,1390,192000,2,26,1,2,985
483,10,95000,R,185,55,15,84990,0,PREMIER,5,5,17.7453684922245,16.1,12.8,בנזין,1,98,179,1254.4,4,6.06779661016949,6200,4400,12.6,0,0,1,1,0,1,1,1,10,1,1,0,313,1350.40191804708,99.1,94,148.3,122.4,122,106,83.8,365.5,129,126.5,159.5,35,1138,1447,238.5,0,0,0,0,1.830078125,0,0,0,הלוגן,0,4,0,0,1,0,1,225,2021,1399,0,1,0,1,11,1235
484,11,131145,R,205,55,16,132000,0,EXECUTIVE,4,5,28.6,27,31.3,בנזין,1,121,180,2118.53125,4,6.06779661016949,5200,2977.83694937541,11,1,0,1,1,0,1,1,1,7,1,1,1,471,1350.40191804708,98.7101224489796,95.1877685950413,143.5,139.755389908257,136.878071182549,105.240853658537,90.8045212765958,463,141.245632973503,138.14139626352,178,43,1310,1903.18990889979,270,0,0,0,1,2,1,0,0,הלוגן,0,4,0,0,0,0,1,226,2020,1798,51402,1,35,1,4,1811
485,34,56000,R,209.499681325685,57.2689611217336,16.3843212237094,56595,0,EXECUTIVE,5,5,11.4,13.9,8.8,בנזין,1,174,186,2214.8,4,6,6000,3750,11.7,0,0,1,1,0,1,1,0,6.25310899780541,0,0,0,774,1582,101.9,100.2,176,141.7,139.8,108.2,93.5,466,151.1,148.9,189,70,1759,2505,270,0,0,0,1,2,0,0,1,הלוגן,0,4,1,0,1,1,1,227,2010,2349,120000,2,6,1,6,1508
486,34,66000,R,185,60,15,85995,0,TREND,5,5,21.7,24.4,18.9,בנזין,1,102,182,1205.4,4,6.06779661016949,6000,5000,12,0,0,1,1,0,1,1,1,6,1,1,0,354,1314,98.7101224489796,95.1877685950413,152.5,139.755389908257,136.878071182549,105.240853658537,90.8045212765958,399.5,141.245632973503,138.14139626352,169.4,40,1130,1605,253,0,1,0,0,1.830078125,0,0,0,הלוגן,0,4,1,0,0,1,2,149,2018,1318,144000,1,2,2,10,1353
487,0,153000,R,255,40,18,216000,1,S,4,5,18.5,21.7,14.9,בנזין,1,136,210,2156,3,8,4400,1250,9.1,0,0,1,1,0,1,1,1,6,1,1,0,480,1350.40191804708,102.3,95.7,142.9,145.1,145.8,106.8,89.2,463.3,140,140,181.1,60,1500,2000,281,0,1,0,1,2,0,0,1,לד,0,4,1,0,1,1,1,228,2018,1499,34000,1,1,1,3,2563
488,23,90000,R,225,45,17,106000,0,PREMIUM,5,5,25.6,25.6,25.6,בנזין,1,141,185,2597,4,6,5479.9424184261,2977.83694937541,11.1,0,0,1,1,0,1,1,1,7,1,1,0,550,1505,99.4,95,145,136.6,134.4,113.6,90.6,447,142.5,139.6,182,45,1420,1870,270,0,0,0,1,2,1,0,0,הלוגן,0,4,1,0,0,0,1,101,2019,1580,106000,1,1,2,1,1811
489,23,87900,R,195,65,15,99900,0,SUN,4,5,17.9,21.7,13.7,בנזין,1,132,190,1568,4,6.06779661016949,6400,4400,11.1,1,0,1,1,0,1,1,1,7,1,1,1,530,1350.40191804708,98.7101224489796,95.1877685950413,146.5,139.755389908257,136.878071182549,105.240853658537,90.8045212765958,462,141.245632973503,138.14139626352,177.5,55,1205,1903.18990889979,270,0,1,0,0,1.830078125,0,0,0,הלוגן,0,4,0,0,0,1,2,0,2018,1598,87000,1,14,2,10,1604
490,11,95000,R,225,45,17,96495,1,FR,5,5,17.5,20.8,14.1,בנזין,1,180,224,2450,4,7,5100,1250,7.1,0,0,1,1,0,1,1,0,8,1,1,0,380,1350.40191804708,98.7101224489796,95.1877685950413,144.4,139.755389908257,136.878071182549,105.240853658537,90.8045212765958,427.1,141.245632973503,138.14139626352,181.6,50,1327,1840,263.1,0,1,0,1,2,0,0,1,הלוגן,0,4,1,0,1,1,1,89,2014,1798,90000,3,1,1,5.24113968033357,1824.71785962474
