id,city,price,tire_type,tire_width,height_ratio,wheel_diameter,new_car_price,turbo,finish_level,number_of_doors,number_of_seats,avrage_fuel_consumption,avrage_fuel_consumption_city,avrage_fuel_consumption_highway,fuel_type,gearbox,horsepower,max_speed,max_torque,number_of_cylinders,number_of_gears,rounds_per_minute_for_max_power,rounds_per_minute_for_max_torque,zero_to_100_km_in_seconds,automatic_high_beam,dead_vehicle_monitoring_system,independent_emergency_break,abs,turn_tracking_headlights,cancel_airbag,isofix,lane_departure_warning_system,number_of_airbags,seat_belt_warning_system,airpressure_sensors,road_sign_recognition,trunk_volume_in_liters,trunk_volume_in_seat_folding,front_seat_headroom_in_cm,rear_seat_headroom_in_cm,height_in_cm,front_seat_waist_in_cm,rear_seat_waist_in_cm,front_legroom_in_cm,rear_legroom_in_cm,length_in_cm,front_seat_shoulder_in_cm,rear_seat_shoulder_in_cm,width_in_cm,full_tank_volume_in_liters,minimal_weight_in_kg,maximal_weight_in_kg,wheelbase_in_cm,subwoofer,bluetooth,rear_control_air_conditioning,air_conditioning,number_of_air_conditioning_locations,cruise_control,driver_heated_seat,fog_lights,head_light,heated_front_passenger_seat,electric_windows,rain_sensors,heated_rear_passenger_seat,roof_window,dark_windows,hoops,carName,year,engine,current_km,hand,color,original_ownership,next_test,annual_licensing_fee
1,0,47900,R,195,65,15,68145,0,SUN,4,5,17.9,21.7,13.7,בנזין,1,132,190,1568,4,6.06779661016949,6400,4400,11.1,0,0,1,1,0,1,1,0,7,1,1,0,452,1350.40191804708,98.7101224489796,95.1877685950413,146.5,139.755389908257,136.878071182549,105.240853658537,90.8045212765958,462,141.245632973503,138.14139626352,177.5,50,1290,1903.18990889979,270,0,1,0,0,1.830078125,0,0,0,הלוגן,0,4,0,0,0,1,2,0,2014,1598,140000,2,0,2,1,1424
3,1,66000,R,205,55,16,109095,1,INTENSE,5,5,17.2,21.3,13.2,בנזין,1,132,190,2009,4,6,5500,2000,10,0,0,1,1,0,1,1,1,6,1,1,1,524,1600,89,88.4,153.4,147.5,143.6,105.240853658537,90.8045212765958,456.7,141.8,137.9,180.4,60,1351,1878,270.3,0,1,0,1,2,0,0,1,הלוגן,0,4,1,0,0,1,1,1,2018,1197,127000,1,0,2,1,1604
4,2,29900,R,195,65,15,37000,0,ACTIVE,4,5,13,16.1,9.6,בנזין,1,105,177,1421,4,4,6000,4000,13.1,0,0,1,1,0,1,1,0,6.25310899780541,0,0,0,430,1350.40191804708,98.7,95.3,147,139.755389908257,136.878071182549,106.8,91.9,458,139.5,137.1,175.5,55,1277,1903.18990889979,264,0,0,0,0,1.830078125,0,0,0,הלוגן,0,4,0,0,0,1,2,2,2010,1598,163000,2,1,2,11,1262
6,3,71000,R,175,65,14,97000,0,LX,5,5,17.2,18.2,15.4,בנזין,1,84,189.119543317663,1195.6,4,4,6000,4000,10.783321799308,0,0,1,1,0,1,1,1,7,1,1,1,255,1010,100.5,96,148.5,124.5,123,108.5,82,359.5,130,128,159.5,35,959,1400,240,0,1,0,0,1.830078125,0,0,0,הלוגן,0,4,0,0,0,0,2,3,2020,1248,12000,1,2,1,9,1235
7,0,115000,R,215,70,16,139545,0,PRIME PLUS,5,5,12.7,16.4,9.2,בנזין,1,155,181,1881.6,4,6,6200,4000,11.1,0,0,1,1,0,1,1,1,6,1,1,1,488,1478,100.5,99.5,165,141.3,138.4,105.3,97,447.5,145,141,185,62,1450,2060,267,0,1,0,0,1.830078125,0,0,1,הלוגן,0,4,0,0,0,1,1,4,2018,1999,85000,1,1,1,2,1835
9,0,92000,R,215,70,16,139545,0,URBAN,5,5,13.7,16.9,10.3,בנזין,1,132,182,1577.8,4,6,6300,4850,11.5,1,0,1,1,0,1,1,1,6,1,1,0,466,1455,99.7,99.3,164.5,138,130,112.9,97,448,145,140,185.5,62,1480,2050,267,0,1,0,0,1.830078125,0,0,1,הלוגן,0,4,0,0,0,1,1,5,2017,1591,135000,1,1,1,4,1604
10,4,68000,R,225,55,17,87000,0,LUXURY,4,5,16.9,20,13.3,בנזין,1,165,209,2058,4,6,6000,4000,10.5,0,0,1,1,0,1,1,0,6,1,1,0,438,1350.40191804708,97.5,94.2,145,139.755389908257,136.878071182549,107.3,98.4,487,145,141,184,62,1490,1903.18990889979,283,0,1,0,1,2,0,0,1,הלוגן,0,4,1,0,0,1,1,6,2015,1998,90000,2,3,2,3,1693
11,5,149000,R,225,55,19,170000,1,TEKNA,5,7,15.6,17.2,13.5,דיזל,1,150,190,3136,4,6.06779661016949,4600,1750,12.7,1,0,1,1,1,1,1,1,6,1,1,1,135,1996,98.7101224489796,95.1877685950413,173,139.755389908257,136.878071182549,105.240853658537,90.8045212765958,469,141.245632973503,138.14139626352,183,60,1875,2400,270.5,0,1,0,1,2,0,1,1,לד,1,4,1,1,1,0,1,7,2019,1749,63000,1,0,1,9,2417
12,6,26000,R,175,70,14,34400,0,INSTYLE,5,5,16.7,20.8,12.3,בנזין,1,100,172,1342.6,4,4,5500,4200,12.9,0,0,1,1,0,1,1,0,6.25310899780541,0,0,0,295,1060,100.5,97,149,129.5,128.2,107.4,90.8045212765958,399.5,135,134,171,45,1063,1565,252.5,0,0,0,0,1.830078125,0,0,0,הלוגן,0,4,0,0,0,1,2,8,2012,1396,155000,2,1,1,5,1205
13,7,70000,R,175,65,14,78645,0,LX,5,5,18.5,22.2,14.3,בנזין,1,84,161,1195.6,4,4,6000,4000,13.7,0,0,1,1,0,1,1,1,7,1,1,1,255,1010,100.5,96,148.5,124.5,123,108.5,82,359.5,130,128.1,159.5,35,959,1400,240,0,1,0,0,1.830078125,0,0,0,הלוגן,0,4,0,0,0,0,2,3,2019,1248,17000,1,4,1,1,1235
14,5,52000,R,205,55,16,58999,0,COMFORT,5,5,15.9,20.4,11.5,בנזין,1,142,210,1705.2,4,5,6500,4300,10.9,0,0,1,1,0,1,1,0,6,1,1,0,407,1308,98.7101224489796,95.1877685950413,147,139.755389908257,136.878071182549,105.240853658537,90.8045212765958,437,141.245632973503,138.14139626352,177,50,1378.96836668819,1800,259.5,0,1,0,1,1,0,0,0,הלוגן,0,4,0,0,0,1,1,9,2016,1798,175000,2,1,2,1,1604
15,6,95000,R,215,45,18,99900,0,PREMIUM,4,5,17.5,21.3,13.3,בנזין,1,165,185,2058,4,6,6000,4000,8.9,0,0,1,1,1,1,1,1,6,1,1,1,414,1350.40191804708,98.1,95.5,145,139.755389908257,136.878071182549,107.3,90.9,458,145.2,138.2,179.5,51,1411,1835,270,0,1,0,1,2,0,0,1,לד,0,4,1,0,1,1,1,10,2018,1998,65000,2,5,1,7,1604
16,8,402900,R,209.499681325685,57.2689611217336,16.3843212237094,449000,1,AMG,4,5,17.7453684922245,20.3863265306122,14.6269151138716,בנזין,1,320,250,6860,4,9,5479.9424184261,2977.83694937541,5.4,1,0,1,1,0,1,1,1,7,1,1,0,300,1350.40191804708,103.9,94.2,144.4,145.4,146.2,105.240853658537,90.8045212765958,468.6,140.4,139.8,181,50,1815,2350,284,1,0,0,1,2,1,0,0,לד,0,4,1,0,1,0,1,11,2021,1991,7000,1,1,1,3,4731
17,9,27000,R,195,65,15,26000,0,LX,4,5,14.7,17.9,11.1,בנזין,1,126,190,1538.6,4,6,6300,4200,10.783321799308,0,0,1,1,0,0,1,0,6.25310899780541,0,0,0,415,1350.40191804708,101.5,95.5,146,134.5,135.5,110,89,453,141.5,139,177.5,52,1273,1720,265,0,0,0,0,1.830078125,0,0,0,הלוגן,0,4,0,0,0,1,2,12,2012,1591,173000,2,1,2,8,1424
18,9,56000,R,185,60,15,85999,1,STYLE,5,5,22.7,25.6,18.9,בנזין,1,110,197,1960,3,7,5000,2000,9.3,0,0,1,1,0,1,1,0,4,1,1,0,292,1350.40191804708,98.6,95.2,142.8,133.5,133.5,105.240853658537,90.8045212765958,404.3,141.245632973503,138.14139626352,169.3,45,1140,1630,246.9,0,1,0,0,1.830078125,0,0,0,הלוגן,0,4,1,0,0,1,2,13,2017,999,69000,1,6,1,5,1102
19,0,52000,R,195,65,15,67095,0,INSPIRE,4,5,14.3,17.9,10.6,בנזין,1,132,195,1548.4,4,6,6300,4850,11.6,0,0,1,1,0,0,1,1,6,1,1,0,485,1350.40191804708,101.7,94.3,144.5,134.8,133.9,110.8,84.2,455,142,139.3,177.5,49,1220,1800,270,0,1,0,0,1.830078125,0,0,1,הלוגן,0,4,0,0,1,1,2,14,2015,1591,103000,3,6,2,6,1424
20,2,275000,R,245,40,19,450000,1,EXCLUSIVE,4,5,17.7453684922245,20.3863265306122,14.6269151138716,חשמל/בנזין,1,252,235,4116,4,8,5000,1350,6.2,0,0,1,1,0,1,1,1,6,1,1,0,410,1350.40191804708,103.4,97.7,148.3,152.3,148.7,105.2,92.8,493.6,149,142,186.8,46,1845,2420,297.5,0,0,0,1,2,1,0,1,לד,0,4,1,0,1,1,1,15,2018,1998,68000,2,7,1,1,3357
21,2,97900,R,205,50,17,93400,0,SR,4,5,14.5,18.2,10.8,בנזין,1,124,189.119543317663,1705.2,4,6.06779661016949,6000,3600,10.783321799308,0,0,1,1,0,1,1,1,6,0,1,1,427,1350.40191804708,100.1,93.2,149.5,129.3,127.3,108,95,463.5,138.9,136.9,176,50,1324,1750,270,0,1,0,1,1,0,1,1,לד,1,4,0,0,0,0,1,16,2019,1798,26000,1,1,1,3,1811
22,2,105900,R,205,55,17,111195,1,PREMIUM,5,5,19.2,20.4,16.9,בנזין,1,120,189.119543317663,1685.6,3,7,6000,1500,10.783321799308,1,0,1,1,0,1,1,1,6,1,1,0,332,1135,99.6,97.5,152,134.4,133,107,85,414,137.5,135.5,176,45,1220,1670,258,0,1,0,1,1,0,0,1,הלוגן,0,4,1,0,0,0,1,17,2019,998,14000,1,1,1,5,1529
23,4,67000,R,215,55,17,59000,0,ACENTA,5,5,15.9,19.2,12,בנזין,1,117,170,1548.4,4,6.06779661016949,6000,4000,11.5,0,0,1,1,0,1,1,0,6,1,1,0,354,797,98.7101224489796,95.1877685950413,156.5,139.755389908257,136.878071182549,105.240853658537,90.8045212765958,413.5,141.245632973503,138.14139626352,176.5,46,1250,1680,253,0,1,0,1,1,0,0,1,הלוגן,0,4,0,0,1,1,1,18,2015,1598,85000,1,8,1,5.24113968033357,1824.71785962474
24,6,85000,R,205,55,16,249800,1,S,5,5,20,23.3,16.1,בנזין,1,136,210,2156,3,6,4400,1250,8.5,0,0,1,1,0,1,1,0,6,1,1,0,360,1200,101.8,97.2,144,140,141.7,105.240853658537,90.8045212765958,432.9,138.6,136.6,176.5,52,1380,1870,269,0,1,0,1,1,0,0,1,הלוגן,0,4,0,0,0,1,1,19,2017,1499,110000,1,6,1,4,2019
25,6,29000,R,185,65,15,29500,0,LX,4,5,15.4,18.9,11.9,בנזין,1,109,170,1342.6,4,4,6300,4200,13.2,0,0,1,1,0,1,1,0,6.25310899780541,0,0,0,389,1350.40191804708,101.5,95.5,145.5,132.3,130.1,111.2,79,436.5,135,132.4,172,43,1270,1620,257,0,0,0,0,1.830078125,0,0,0,הלוגן,0,4,0,0,0,1,2,20,2013,1396,180000,1,1,1,5,1205
26,6,68000,R,225,55,17,94395,0,1.6 I,5,5,15.9,18.2,12.7,בנזין,1,114,175,1470,4,6.06779661016949,5600,4000,13.8,0,0,1,1,0,1,1,0,7,1,1,0,380,1270,101,95.7,161.5,141.2,137.7,110.5,90,445,141.245632973503,138.14139626352,178,60,1385,1940,263.5,0,1,0,1,1,0,0,1,הלוגן,0,4,0,0,0,1,1,21,2016,1600,90000,2,1,1,1,1604
28,10,270000,R,225,45,18,780000,1,PROGRES PLUS,5,5,17.7453684922245,20.3863265306122,14.6269151138716,חשמל/בנזין,1,218,235,4410,4,8,5479.9424184261,2977.83694937541,6.6,0,0,1,1,0,1,1,1,6,1,1,0,310,1125,102.4,96,145.2,145.7,144.6,105.240853658537,90.8045212765958,441.9,140,137.2,179.6,35,1680,2155,272.9,0,0,0,1,1,1,0,0,לד,0,4,1,0,1,0,1,22,2021,1332,1900,1,8,1,10,3366
29,4,57000,R,185,60,15,65500,1,STYLE CP,5,5,22.7,25.6,18.9,בנזין,1,110,197,1960,3,7,5000,2000,9.3,0,0,1,1,0,1,1,0,4,1,1,0,292,1350.40191804708,98.6,95.2,142.8,133.5,133.5,105.240853658537,90.8045212765958,404.3,141.245632973503,138.14139626352,169.3,45,1140,1630,246.9,0,1,0,0,1.830078125,0,0,0,הלוגן,0,4,1,0,0,1,2,23,2016,999,60000,2,9,1,1,1102
30,6,45000,R,225,45,17,55900,0,LX,3,5,16.4,20.4,12.5,בנזין,1,135,195,1607.2,4,6,6300,4850,10.8,0,0,1,1,0,1,1,1,6,1,1,0,380,1225,98.6,93.9,143,136.2,130.8,106.7,89.3,431,142,137.3,178,53,1280,1840,265,0,1,0,1,2,0,0,1,הלוגן,0,2,0,0,0,1,1,24,2017,1591,155000,1,1,2,3,1604
31,2,179900,R,235,60,18,235000,0,URBAN,5,7,11.4,14.3,8.3,בנזין,1,188,203,2361.8,4,6,6000,4000,9.4,0,0,1,1,0,1,1,1,6,1,1,0,320,2066,100.4,99.8,169,143.9,143.3,104.8,100,480,150,147.2,189,71,1804,2510,278,0,1,0,1,3,1,0,1,הלוגן,0,4,1,0,0,0,1,25,2019,2359,23000,1,6,1,13,2019
32,8,449000,R,235,60,18,545000,1,AMG,5,5,17.7453684922245,20.3863265306122,14.6269151138716,חשמל/בנזין,1,320,230,6860,4,9,5479.9424184261,2977.83694937541,5.7,0,0,1,1,0,1,1,1,7,1,1,0,395,1445,106.4,100.5,164.4,149.9,147.5,105.240853658537,90.8045212765958,465.8,145.5,143.6,189,50,2030,2615,287.3,1,0,0,1,2,1,1,0,לד,1,4,1,0,1,0,1,26,2021,1991,8300,1,1,1,5.24113968033357,1824.71785962474
33,10,94000,R,205,55,17,111195,1,EX,5,5,19.2,20.4,16.9,בנזין,1,120,189.119543317663,1685.6,3,7,6000,1500,10.783321799308,1,0,1,1,0,1,1,1,6,1,1,0,332,1135,99.6,97.5,152,134.4,133,107,85,414,137.5,135.5,176,45,1220,1670,258,0,1,0,1,1,0,0,0,הלוגן,0,4,0,0,0,0,1,27,2019,998,48000,2,0,1,9,1529
34,0,40000,R,215,45,16,59900,1,AM5,5,5,18.9,22.7,14.3,בנזין,1,105,190,1724.8,4,7,5000,1550,9.7,0,0,1,1,0,1,1,0,4,1,1,0,292,847,98.6,95.2,144.5,133.5,133.5,105.240853658537,90.8045212765958,406.1,141.245632973503,138.14139626352,169.3,45,1115,1590,246.9,0,0,0,1,1,0,0,1,הלוגן,0,4,1,0,0,1,1,28,2015,1197,147000,3,1,1,2,985
35,0,35000,R,165,60,14,52395,0,LX,5,5,18.9,22.2,14.9,בנזין,1,85,163,1176,4,4,6000,4000,13.4,0,0,1,1,0,1,1,0,6.25310899780541,1,0,0,200,870,100.2,96.2,148,139.755389908257,136.878071182549,107,82,359.5,129,128,159.5,35,875,1370,238.5,0,1,0,0,1.830078125,0,0,1,הלוגן,0,4,0,0,0,1,1,3,2015,1248,130000,2,1,2,5,985
37,2,133900,R,225,60,17,170000,0,URBAN TOP,5,5,11.9,14.5,9.1,בנזין,1,155,181,1881.6,4,6,6200,4000,11.4,1,0,1,1,0,1,1,1,6,1,1,0,466,1455,99.7,99.3,164.5,139.755389908257,136.878071182549,112.9,97,448.5,141.245632973503,138.14139626352,185.5,62,1531,1903.18990889979,267,0,0,0,1,2,0,0,1,הלוגן,0,4,1,0,1,0,1,29,2021,1999,7000,1,0,1,2,2130
38,6,160000,R,235,45,18,205000,1,STYLE,5,5,18.5,21.7,14.9,בנזין,1,150,189.119543317663,2450,4,7,5000,1500,10.783321799308,0,0,1,1,1,1,1,1,7,1,1,1,584,1719,99.1,98,146.8,139.755389908257,136.878071182549,105.240853658537,90.8045212765958,486.1,145.1,141.5,186.4,66,1418,1963,284.1,0,1,1,1,3,1,0,1,דו-קסנון,0,4,1,0,1,0,1,30,2019,1498,39000,1,1,1,6,2417
39,4,86000,R,225,65,17,96495,0,EXECUTIVE,5,5,15.6,18.2,12.5,בנזין,1,165,187,2058,4,6,6000,4000,9.1,0,0,1,1,0,1,1,0,6,1,1,0,403,1560,101.8,99.1,167,139.755389908257,136.878071182549,104.1,99.7,455.5,146,141,184,56,1581,1903.18990889979,270,0,1,0,1,2,0,0,1,הלוגן,0,4,1,0,0,1,1,31,2015,1998,90000,2,1,2,4,1693
40,2,139900,R,215,55,18,144795,0,EXECUTIVE,5,5,17.7453684922245,17.9,13,בנזין,1,165,196,2087.4,4,6,6000,4000,9.8,1,0,1,1,1,1,1,1,7,1,1,0,430,1406,96.7,97.3,154,139.755389908257,136.878071182549,105.8,92.1,439.5,141.2,136.1,179.5,51,1533,1903.18990889979,265.5,0,0,0,1,2,1,0,0,לד,0,4,1,0,1,0,1,32,2020,1998,25000,1,1,1,3,2130
41,10,125000,R,215,60,16,132900,1,AMBITION,5,5,18.2,20.4,15.2,בנזין,1,150,203,2450,4,7,5000,1500,8.6,0,0,1,1,0,1,1,1,7,1,1,0,500,1609,102.2,102,160.3,148.6,145.1,105.240853658537,90.8045212765958,438.2,143,137.7,184.1,50,1393,1929,263.8,0,1,0,1,2,1,0,1,הלוגן,0,4,0,0,0,0,1,33,2019,1498,39000,2,5,1,11,2130
42,3,95000,R,225,60,17,125895,0,PREMIUM,5,5,12.7,20.3863265306122,14.6269151138716,בנזין,1,155,189.119543317663,1881.6,4,6,6200,4000,10.783321799308,0,0,1,1,0,1,1,0,6,1,1,0,488,1478,100.5,99.5,165,141.3,138.4,105.3,97,447.5,145,141,185,62,1470,2060,267,0,1,0,1,2,0,0,1,הלוגן,0,4,0,0,0,1,1,34,2016,1999,78000,2,10,1,3,1835
43,8,50000,R,205,55,16,115000,1,STYLE,5,5,25,27.8,20.8,דיזל,1,150,215,3332,4,6,3500,1750,8.5,0,0,1,1,1,1,1,0,7,1,1,0,568,1558,98.3,98,146.1,145.4,144.9,105.240853658537,90.8045212765958,465.9,139.8,137.8,181.4,50,1352,1902,268.6,0,1,0,1,2,0,0,1,דו-קסנון,0,4,1,0,1,1,1,35,2016,1968,227000,1,1,5,3,2019
44,8,83000,R,225,65,17,96495,0,EXECUTIVE,5,5,15.6,18.2,12.5,בנזין,1,165,187,2058,4,6,6000,4000,9.1,0,0,1,1,0,1,1,0,6,1,1,0,403,1560,101.8,99.1,167,139.755389908257,136.878071182549,104.1,99.7,455.5,146,141,184,56,1581,1903.18990889979,270,0,1,0,1,2,0,0,1,הלוגן,0,4,1,0,0,1,1,31,2015,1998,133000,2,1,1,11,1693
45,2,125900,R,245,45,19,127995,0,SUPREME,5,5,12.7,16.4,9.2,בנזין,1,155,181,1881.6,4,6,6200,4000,11.1,0,0,1,1,0,1,1,1,6,1,1,1,488,1478,96.3,96.9,165,141.3,138.4,105.3,97,447.5,145,141,185,62,1470,2060,267,0,1,0,1,2,0,0,1,הלוגן,0,4,0,0,1,1,1,36,2017,1999,48000,2,1,1,7,2019
46,5,94000,R,215,70,16,139545,0,URBAN,5,5,13.7,16.9,10.3,בנזין,1,132,182,1577.8,4,6,6300,4850,11.5,1,0,1,1,0,1,1,1,6,1,1,0,466,1455,99.7,99.3,164.5,138,130,112.9,97,448,145,140,185.5,62,1480,2050,267,0,1,0,0,1.830078125,0,0,1,הלוגן,0,4,0,0,0,1,1,5,2017,1591,74000,2,6,1,9,1604
48,11,255000,R,225,50,17,275000,1,ADVANCED,4,5,18.2,21.7,14.1,בנזין,1,150,210,2646,4,7,3900,1350,8.9,1,0,1,1,0,1,1,1,6,1,1,1,480,1350.40191804708,103.9,95.3,138.8,147.6,144.6,105.240853658537,90.8045212765958,476.2,142.1,138.4,184.7,54,1515,2035,282.9,0,0,1,1,3,0,0,0,לד,0,4,1,0,1,0,1,37,2021,1984,5400,2,1,1,5,3366
50,9,69000,R,185,55,15,73395,0,EX,5,5,18.5,22.2,14.3,בנזין,1,84,161,1195.6,4,4,6000,4000,13.7,0,0,1,1,0,1,1,1,7,1,1,1,255,1010,100.5,96,148.5,124.5,123,108.5,82,359.5,130,128.1,159.5,35,959,1400,240,0,1,0,1,1,0,0,1,הלוגן,0,4,0,0,0,1,1,38,2018,1248,27000,1,1,1,2,1102
51,8,63000,R,165,65,14,77595,0,INSTYLE,5,5,20.8,22.7,18.2,בנזין,1,80,173,1038.8,3,6.06779661016949,6000,4000,13.5,0,0,1,1,0,1,1,1,6,1,1,0,235,912,98.7101224489796,95.1877685950413,150.5,139.755389908257,136.878071182549,105.240853658537,90.8045212765958,384.5,141.245632973503,138.14139626352,166.5,35,970,1370,245,0,1,0,1,1,0,0,0,הלוגן,0,4,1,0,0,0,2,39,2020,1193,5600,2,7,1,5,1235
52,9,73395,R,215,70,16,104895,0,INSTYLE,5,5,15.9,18.5,12.8,בנזין,1,150,190,1911,4,6.06779661016949,6000,4100,12.4,0,0,1,1,0,1,1,0,7,1,1,0,477,913,92.8,87.2,168,139.755389908257,136.878071182549,87,87.5,465.5,143.7,142.5,180,63,1425,1985,267,0,1,0,1,2,0,0,1,הלוגן,0,4,1,0,0,1,1,40,2014,1998,77800,1,1,1,7,1693
53,10,98000,R,225,55,18,142900,1,ACTIVE,5,5,23.8,25.6,21.3,דיזל,1,120,185,2940,4,6,3500,1750,11.6,0,0,1,1,0,1,1,1,6,1,1,1,520,1482,91.5,91.2,162,149.3,148.4,81.6,90.8045212765958,444.7,145.1,142.2,184.1,53,1315,1990,267.5,0,1,0,1,1,0,0,1,הלוגן,0,4,0,0,0,0,1,41,2018,1560,160000,3,6,2,3,1835
54,0,28000,R,185,60,15,47000,0,REFERENCE,5,5,16.9,21.3,12.5,בנזין,0,85,177,1264.2,4,5,5000,3800,11.8,0,0,1,1,0,1,1,0,4,1,1,0,292,847,98.6,95.2,144.5,133.5,133.5,105.240853658537,90.8045212765958,406.1,141.245632973503,138.14139626352,169.1,45,1075,1560,246.9,0,0,0,0,1.830078125,0,0,1,הלוגן,0,4,0,0,0,1,2,42,2014,1390,127000,3,11,2,5.24113968033357,1824.71785962474
55,0,270000,R,225,45,18,780000,1,AMG PREMIUM,5,5,17.7453684922245,20.3863265306122,14.6269151138716,חשמל/בנזין,1,218,235,4410,4,8,5479.9424184261,2977.83694937541,6.6,0,0,1,1,0,1,1,1,6,1,1,0,310,1125,102.4,96,145.2,145.7,144.6,105.240853658537,90.8045212765958,441.9,140,137.2,179.6,35,1680,2155,272.9,0,0,0,1,1,1,0,0,לד,0,4,1,0,1,0,1,43,2021,1332,15000,1,8,1,3,3366
56,0,54000,R,195,65,15,140000,1,ENJOY,5,5,20.8,22.7,17.9,בנזין,1,105,192,1715,4,7,4500,1400,10.2,0,0,1,1,0,1,1,0,7,1,1,0,380,1350.40191804708,97.5,96.7,145.2,146.9,144,105.240853658537,90.8045212765958,425.5,141.245632973503,138.14139626352,179.9,50,1229,1730,263.7,0,0,0,1,2,0,0,0,הלוגן,0,4,0,0,0,1,2,44,2014,1197,155000,3,12,1,12,1424
57,12,64250,R,205,55,16,89900,1,AMBITION,5,5,20.8,24.4,16.7,בנזין,1,110,199,1715,4,7,4600,1400,10.3,0,0,1,1,0,1,1,1,7,1,1,0,568,1558,98.3,98,146.1,145.4,144.9,105.240853658537,90.8045212765958,465.9,139.8,137.8,181.4,50,1255,1805,268.6,0,1,0,1,2,0,0,0,הלוגן,0,4,0,0,0,1,1,45,2017,1197,139000,1,0,3,2,1604
58,2,146895,R,225,55,19,169900,1,ACENTA-TECH,5,5,15.9,17.5,13.5,בנזין,1,160,198,2646,4,7,5500,1800,11.5,1,0,1,1,1,1,1,1,6,1,1,1,565,1996,98.7101224489796,95.1877685950413,173,139.755389908257,136.878071182549,105.240853658537,90.8045212765958,469,141.245632973503,138.14139626352,183,60,1560,1985,270.5,0,1,0,1,2,0,1,1,לד,1,4,1,1,1,0,1,46,2020,1332,14963,1,13,1,3,2417
59,8,53000,R,195,65,15,68145,0,SUN,4,5,17.9,21.7,13.7,בנזין,1,132,190,1568,4,6.06779661016949,6400,4400,11.1,0,0,1,1,0,1,1,0,7,1,1,0,452,1350.40191804708,98.7101224489796,95.1877685950413,146.5,139.755389908257,136.878071182549,105.240853658537,90.8045212765958,462,141.245632973503,138.14139626352,177.5,50,1290,1903.18990889979,270,0,1,0,0,1.830078125,0,0,0,הלוגן,0,4,0,0,0,1,2,0,2014,1598,173000,2,1,2,4,1424
61,4,149000,R,235,45,18,205000,1,STYLE,5,5,18.9,21.7,15.6,בנזין,1,150,220,2450,4,7,5000,1500,8.8,0,0,1,1,1,1,1,1,7,1,1,1,584,1719,99.1,98,146.8,139.755389908257,136.878071182549,105.240853658537,90.8045212765958,486.1,145.1,141.5,186.4,66,1418,1963,284.1,0,1,1,1,3,1,0,1,דו-קסנון,0,4,1,0,0,0,1,30,2019,1395,34000,1,9,1,1,2417
62,6,19000,R,205,55,16,30000,0,LTZ PLATINUM,4,5,15.4,20,11.2,בנזין,1,115,178,1519,4,6,6000,4000,11.7,0,0,1,1,0,1,1,0,6.25310899780541,0,0,0,502,1350.40191804708,98.3,96.8,151.7,139.755389908257,136.878071182549,106.2,87.9,439.9,135.6,134.6,173.5,46,1183,1619,252.5,0,1,0,0,1.830078125,0,0,1,הלוגן,0,4,0,0,1,1,1,47,2013,1598,140000,2,2,1,6,1205
64,1,42000,R,185,65,15,91245,1,ACCESS PLUS,5,5,20.8,24.4,16.4,בנזין,1,110,194,2009,3,6,5500,1500,9.8,0,0,1,1,0,1,1,1,6,1,1,1,311,1152,88.2,86.1,146,140.8,138,87.4,90.8045212765958,397.3,136,133.5,173.9,50,1090,1650,253.8,0,1,0,0,1.830078125,0,0,0,הלוגן,0,2,0,0,0,1,2,48,2017,1199,118000,1,14,3,7,1102
65,4,49000,R,195,55,16,58695,1,EX PACK PLUS,5,5,18.5,22.2,14.7,בנזין,1,120,170,2009,4,6,5500,2000,9.2,0,0,1,1,0,1,1,0,4,1,1,0,300,1146,88,84.7,144.8,136.3,137.8,105.240853658537,90.8045212765958,406.3,137,130.7,173.2,45,1154,1664,258.9,0,1,0,0,1.830078125,0,0,1,הלוגן,0,4,1,0,0,1,1,49,2016,1197,90000,1,15,1,6,1353
66,4,69000,R,225,55,17,94395,0,1.6I,5,5,15.9,18.2,12.7,בנזין,1,114,175,1470,4,6.06779661016949,5600,4000,13.8,0,0,1,1,0,1,1,1,7,1,1,0,380,1270,101,95.7,161.5,141.2,137.7,110.5,90,445,141.245632973503,138.14139626352,178,60,1385,1940,263.5,0,1,0,1,1,0,0,1,הלוגן,0,4,0,0,0,1,1,50,2016,1600,90000,2,1,2,11,1835
67,4,127000,R,209.499681325685,57.2689611217336,16.3843212237094,149900,0,CLUB,5,5,17.7453684922245,20.3863265306122,14.6269151138716,בנזין,1,122,170,1391.6,4,6.06779661016949,5200,3600,11,1,0,1,1,0,1,1,1,7,1,1,1,297,1350.40191804708,98.7101224489796,95.1877685950413,155.5,139.755389908257,136.878071182549,105.240853658537,90.8045212765958,436,141.245632973503,138.14139626352,179.5,43,1378.96836668819,1903.18990889979,264,0,0,0,1,2,1,0,1,הלוגן,0,4,1,0,0,0,1,51,2019,1798,37000,2,8,2,5,1811
68,8,31900,R,175,65,14,43995,0,INSIGHT,5,5,21.3,25,16.7,בנזין,0,66,155,931,3,5,5500,3500,14.9,0,0,1,1,0,1,1,0,6,1,1,0,252,1046,100.8,96,150,124.6,125.1,107,82,366.5,130.6,130.1,166,40,933,1420,238.5,0,0,0,0,1.830078125,0,0,0,הלוגן,0,2,0,0,0,1,2,52,2015,998,81000,1,16,1,5.24113968033357,1824.71785962474
